,EVF,Etiqueta
5875,poner a los alosexuales,True
5876,meter a la laja,False
5877,salir con sus tonteras,True
5878,exterminados por los cosacos,False
5879,metian a los ghettos,True
5880,metere a la conversacion,True
5881,pegarla en un navegador,True
5882,meter a tu abuela,False
5883,reventar en cada entrenamiento,False
5884,meteran a mi perfil,False
5885,meteran a las maras,False
5886,decir por los dioses,True
5887,matar a los gays,True
5888,defender a la comunidad,True
5889,creer a la gente,False
5890,vivir en los tiempos,True
5891,ir a los programas,True
5892,dormir con un ojo,True
5893,cuidar a nuestras familias,False
5894,metiendose a las casas,False
5895,cagar a las pibas,True
5896,luche por esos casos,True
5897,llegar entre muchas cosa,False
5898,acuerdese de sus palabras,True
5899,hacer en otro tiempo,False
5900,bebiste en el desierto,False
5901,escocer en cada herida,False
5902,deconstruirte por las huevas,False
5903,sentia con el cese,True
5904,volvio a la normalidad,True
5905,bajen a la musica,True
5906,lavar en nuestra casa,False
5907,antier yo ser,False
5908,ahogar me decir,False
5909,dormir me decir,False
5910,comprar me decir,False
5911,llegar me dare,False
5912,ir te echar,True
5913,miss me agarrar,False
5914,jalar le bola,True
5915,decian que venian,False
5916,ojalar te parir,False
5917,criticar lo hacer,True
5918,adivinar quien tendra,False
5919,coger se sentir,False
5920,asi se quedar,False
5921,arrecho yo jalar,False
5922,hacer ustedes ahi,False
5923,corazon te ofendo,False
5924,querer te comprar,False
5925,asi me jalar,True
5926,tener me jalar,False
5927,beber me encantar,False
5928,jajaja se poner,False
5929,vivir quienes estar,False
5930,enterar me sorprender,False
5931,terminar se quejar,False
5932,volver les falto,False
5933,manipular te echar,False
5934,tu me poner,False
5935,gritar me poner,False
5936,imaginar uno tener,False
5937,ademar lo perjudicar,False
5938,tuyo se valer,True
5939,ojalar te montar,False
5940,entera me gustaria,False
5941,decia nada beber,False
5942,asi ella jajajajaja,False
5943,quizas me caer,False
5944,levante me tropece,False
5945,tropece me cai,False
5946,salir yo cai,True
5947,dizque me caer,False
5948,esperar te caera,False
5949,ofender quien querer,False
5950,sera que querer,False
5951,escribi donde debia,False
5952,estudiar me tener,False
5953,necesitar quien cargar,False
5954,pagues le tirar,False
5955,insultar te asaltar,False
5956,bañar me hacer,False
5957,delatar le recomendar,False
5958,tambien le dar,False
5959,tambien lo crucificar,False
5960,ayudar me imaginar,False
5961,pica le pasar,False
5962,hacer se apagar,False
5963,intentar nada costar,False
5964,descubrir quien manejar,False
5965,medir se utilizar,False
5966,decir me gustar,False
5967,prepoteando yo vos,False
5968,todavia se meter,False
5969,crecer te imaginar,False
5970,decir te hare,True
5971,prontito las buscar,True
5972,escuchado me mandar,False
5973,pensar me dar,True
5974,borrar me dar,False
5975,conocer me dar,True
5976,tambien lo pasar,True
5977,valer me parecer,False
5978,gustar lo tener,False
5979,esperar me regalar,False
5980,comprar le dar,False
5981,querer te dar,False
5982,amar nos llenar,False
5983,engañar yo poner,False
5984,asi te amar,False
5985,decir se suponer,False
5986,salir nos vestir,False
5987,recargar te robar,False
5988,herir les dar,False
5989,amar yo tener,False
5990,caminar se sentir,False
5991,tirabas te contestar,False
5992,acabar donde iniciar,True
5993,cucarachatodo se pagar,False
5994,trabajar me morir,False
5995,salir me cortar,False
5996,asi que suspender,False
5997,triunfar me cortar,False
5998,esperar les cortar,False
5999,saber algo apagar,False
6000,tambien me amar,False
6001,amar me dar,False
6002,asi le cortar,False
6003,acoste alguien venir,False
6004,bañar te mandar,False
6005,sacar nada jugar,False
6006,ilusionarse se vera,False
6007,esperar les gustar,False
6008,enserio me traer,True
6009,aqui te sacar,False
6010,cooooño te sacar,True
6011,trabajar le comento,False
6012,asco me dar,False
6013,sacrificar algo anular,False
6014,asi nos amar,False
6015,atravesar le pegar,False
6016,tú te parar,False
6017,usar quereis calumniar,False
6018,decir ella tener,False
6019,dejar te montar,False
6020,comprar le roncar,False
6021,jamas me querer,False
6022,hacer todos parar,False
6023,sentir me pasar,False
6024,mirar quien aparecio,False
6025,dormir le agarrar,False
6026,esperar me gustar,False
6027,joder la repetir,True
6028,llego se dedicar,False
6029,hundirla me imaginar,False
6030,impaktado me enterar,False
6031,ver que hablar,False
6032,votar lo cambiar,False
6033,boludos ustedes jugar,False
6034,repetir algo asi,False
6035,arrechera me preguntar,False
6036,falto uno mear,True
6037,tener me matar,False
6038,retirar usted creer,False
6039,• la desaparecer,True
6040,pasar te levantar,False
6041,hundir me hundir,False
6042,empezar se presentar,False
6043,agregar me levantar,False
6044,tambien lo leer,False
6045,leer se poner,False
6046,asi me ir,False
6047,hacer algo decir,False
6048,esperar te poner,False
6049,puta los entender,False
6050,abandonar se pagar,False
6051,avanzar ustedes estan,False
6052,despertar se pasar,False
6053,meter se poner,False
6054,prometi nada decir,False
6055,llover me poner,False
6056,esperar se poner,False
6057,venido se poner,False
6058,defendido les dar,False
6059,cantar te pintar,False
6060,asi les echar,False
6061,calmar quien chucha,False
6062,chucha les comprar,False
6063,plomo le tirar,True
6064,asi se extinguir,False
6065,poner las naricez,True
6066,paso nada aqui,False
6067,entera me sentir,False
6068,ir me ira,True
6069,asomar les traer,False
6070,mire lo decir,False
6071,pensar me sentir,False
6072,defender los tener,False
6073,contar los reparar,True
6074,aqui se paso,False
6075,ganar que querer,False
6076,ganar que chucha,False
6077,gusto se quedo,False
6078,voltear lo hacer,True
6079,parecer nos tirar,False
6080,morir yo tener,False
6081,decir me encantar,False
6082,sumboooo me acorde,False
6083,mencionar se ver,False
6084,hacer lo hacer,True
6085,hablar se escuchar,False
6086,ver te molta,False
6087,contigo te presuma,False
6088,presumir te ayudar,False
6089,aforar se meter,False
6090,cabron le decir,False
6091,faltar nada tener,False
6092,parecer se ira,False
6093,dejar me tomar,True
6094,existir se apagar,False
6095,sera el dia en que,False
6096,trabajar no,False
6097,navaja mentalmente,False
6098,usar muy,False
6099,quedar bien,False
6100,rayada siempre,False
6101,indigno no,False
6102,hacer antes,True
6103,acuerdo ahora,False
6104,ver siempre,False
6105,mereciamos mas,False
6106,ser mejor,False
6107,responder solo,False
6108,terminar peor,False
6109,escribio ahora,False
6110,enfermo hoy,False
6111,depender mucho,False
6112,jeje ahora,True
6113,correr no,False
6114,vivir hoy,False
6115,agarrar fuera,False
6116,agarra fuera,False
6117,agarraste fuera,False
6118,coger fuera,True
6119,desperte temprano,False
6120,protestar vente,False
6121,fumar ya,False
6122,bola primero,False
6123,querer dejarlo,False
6124,despierte ayer,False
6125,ir bien,False
6126,caia bien,False
6127,sonar demasiado,False
6128,decir no,False
6129,lanzar mas,False
6130,funcionar dentro,False
6131,dormir mejor,False
6132,sera tarde,False
6133,aguantar mucho,False
6134,escribir hoy,False
6135,tenia tanto,False
6136,asi no,False
6137,apoyar siempre,False
6138,regresar ya,False
6139,aqui ni,False
6140,decir tanto,False
6141,caminar hasta,True
6142,bola solo,False
6143,ver casi,False
6144,gustar no,False
6145,salio siempre,False
6146,respondia seguramente,False
6147,responder primero,False
6148,esperar no,False
6149,practicado tanto,False
6150,seguir no,False
6151,dinos mal,False
6152,viajar tanto,False
6153,averiguar primero,False
6154,quejar siempre,False
6155,ascender siempre,False
6156,caer tan,True
6157,reducir exponencialmente,False
6158,caer justo,False
6159,quedar no,True
6160,estorbar no,True
6161,aportar no,False
6162,construir solo,False
6163,hablas amistosamente,False
6164,ahi entonces,False
6165,caer bien,False
6166,arrecha demasiado,False
6167,tratar tan,False
6168,comer bastante,True
6169,decir completamente,False
6170,tener bien,False
6171,joda no,False
6172,sentia demasiado,False
6173,soportar no,False
6174,hacer no,True
6175,ojala no,False
6176,joder siempre,False
6177,ladrar muy,False
6178,traga tan,False
6179,asi coño,False
6180,veia mas,False
6181,tenido siempre,False
6182,agarrar arrechera,False
6183,entender antes,True
6184,asi simplemente,False
6185,ver no,False
6186,escribir igual,False
6187,llevar más,False
6188,sera simplemente,False
6189,dudamel ya,True
6190,vivir bien,False
6191,comer no,True
6192,ser tan,True
6193,viajar fuera,False
6194,llevar no,True
6195,poner igual,False
6196,sentir mal,False
6197,asi mismo,False
6198,saber muy,False
6199,propones no,False
6200,acabar no,False
6201,oslo ahora,False
6202,prometer no,False
6203,dar ni,False
6204,escape igual,False
6205,respetar ahora,True
6206,gustar hoy,False
6207,soñar no,False
6208,hacer bien,False
6209,sorprender demasiado,False
6210,respetar hpta,False
6211,tratar mal,True
6212,decir nunca,False
6213,hablar mal,True
6214,dejar mas,True
6215,estan tan,False
6216,valorar ahora,True
6217,opinar acerca,False
6218,tu no,False
6219,decir ahora,True
6220,amar profundamente,False
6221,decir ni,False
6222,caer encima,True
6223,hacer exactamente,False
6224,decir mas,True
6225,entender no,False
6226,caia encima,True
6227,terminado ah,False
6228,cai encima,False
6229,cenar fuera,False
6230,ir tan,False
6231,caido encima,True
6232,aprobar mas,True
6233,caimos encima,True
6234,cayo encima,True
6235,platicar mañana,False
6236,otakus antes,False
6237,caian encima,True
6238,ir hoy,False
6239,cayo arriba,False
6240,hablar casi,False
6241,caere encima,True
6242,caera encima,True
6243,hecho mal,True
6244,caerte encima,True
6245,caerle encima,True
6246,aplaudir hoy,False
6247,llegar temprano,True
6248,recorde tanto,False
6249,estara aforar,False
6250,acabar inmediatamente,False
6251,tener muy,False
6252,haz muy,False
6253,quizas tampoco,True
6254,preferir no,False
6255,hacer entonces,False
6256,pedir mucho,False
6257,cansar no,False
6258,afecto totalmente,False
6259,jugar no,False
6260,compartir ya,False
6261,extraña mucho,False
6262,seran mas,False
6263,discutir hoy,False
6264,pedir mas,True
6265,bailar totalmente,False
6266,celas tanto,False
6267,hablar ya,False
6268,seguir adelante,True
6269,interesar mucho,False
6270,imprimir no,False
6271,amlo ya,False
6272,vuelto muy,False
6273,consumir solo,False
6274,cerrar ya,False
6275,diria no,False
6276,vivir dignamente,False
6277,buscar efectivamente,False
6278,hacer hoy,False
6279,entender ya,True
6280,señor no,False
6281,venir hoy,False
6282,aqui no,False
6283,hacerlo no,False
6284,confirmar parcialmente,False
6285,decidir ya,False
6286,am no,False
6287,mirar bien,False
6288,mover no,False
6289,andar bien,False
6290,incrustar dolorosamente,False
6291,apagar gradualmente,False
6292,ir muy,False
6293,identificacion no,False
6294,todavia no,False
6295,llegar tarde,True
6296,teneis ni,False
6297,opinar igual,True
6298,paso nunca,False
6299,empezar primero,False
6300,elegir sabiamente,False
6301,enojo tampoco,False
6302,tocar nunca,True
6303,seguir igual,True
6304,vdd hoy,False
6305,hacer tan,True
6306,jugar hoy,False
6307,dudar mucho,False
6308,comer ahora,True
6309,querer ya,False
6310,darlo tanto,True
6311,dar no,True
6312,dale arriba,False
6313,topar normalmente,False
6314,apartar entonces,False
6315,venir seguramente,False
6316,penetrada no,True
6317,querer pasarla,False
6318,beber antes,False
6319,ponia bastante,False
6320,hacer mal,True
6321,parecer mas,False
6322,escrito mucho,False
6323,pretender ni,False
6324,costar mas,False
6325,molestar tanto,False
6326,llevar mal,True
6327,teniamos mas,False
6328,caer mal,True
6329,amlo entonces,False
6330,quedar fuera,True
6331,estan mas,False
6332,acostar temprano,False
6333,afirmar delante,False
6334,robar mas,False
6335,tirar parriba,True
6336,dar antes,True
6337,importar mas,False
6338,sentir bien,False
6339,hacer solo,False
6340,buscar mas,True
6341,jajajaja nunca,True
6342,parecer mucho,False
6343,tener ni,False
6344,queria darnos,False
6345,levantar no,False
6346,ir no,False
6347,abuela no,False
6348,recordar bien,False
6349,parado entonces,False
6350,poner claramente,False
6351,seguir ahi,True
6352,escuchado no,True
6353,salir bien,False
6354,aburrir tan,False
6355,tratar medio,False
6356,llamar tanto,False
6357,estar mas,True
6358,cagar no,False
6359,guachi siempre,False
6360,dar siempre,False
6361,denunciar nunca,True
6362,dicte cuanto,False
6363,mirenme ahora,False
6364,salir mal,True
6365,jajajajajaja ya,True
6366,aportar nunca,True
6367,cure simplemente,False
6368,puedas muy,False
6369,quedo bien,False
6370,añadir mas,True
6371,disfrutar mucho,False
6372,disfrutar tanto,False
6373,reformado ahora,False
6374,estaran debajo,False
6375,descansar hoy,False
6376,veia interesante,False
6377,ido hoy,False
6378,hecho no,True
6379,tener mucho,True
6380,leer definitivamente,False
6381,estudiar mas,False
6382,querer no,False
6383,comprar totalmente,False
6384,servir nunca,True
6385,cambiar no,False
6386,costar agarrarle,False
6387,hacer agarrarle,False
6388,gustar mucho,False
6389,atras despues,False
6390,jugar solo,False
6391,entender mejor,False
6392,ir poco,False
6393,contestar ahora,False
6394,trabajar mucho,False
6395,saber bien,False
6396,vuelto algo,True
6397,gobernar no,False
6398,tú tan,False
6399,mostrar no,False
6400,pagar no,False
6401,dejaria muy,False
6402,estar lejos,False
6403,poner mal,True
6404,ver menos,False
6405,querer además,False
6406,am ya,False
6407,creer no,False
6408,avisas no,False
6409,ruegas no,False
6410,perseguir no,False
6411,mirar no,False
6412,desnudate ahora,False
6413,pertenecer solo,False
6414,oír todavia,False
6415,camaron ahora,False
6416,jajajajajaja aparte,False
6417,tas claro,False
6418,pm no,False
6419,llegar despues,False
6420,dormir temprano,False
6421,festejar muy,False
6422,empeorar eternamente,False
6423,deber antes,True
6424,ver mucho,False
6425,hablar entonces,False
6426,llevar menos,False
6427,leer bien,False
6428,defender tampoco,True
6429,reír ahora,True
6430,ver ahi,False
6431,perder hoy,False
6432,empatar siempre,False
6433,robar hoy,False
6434,senti tan,False
6435,convocar mas,True
6436,aqui cerca,False
6437,dormir aquien,False
6438,ojalar fuera,False
6439,matar ya,False
6440,dormiria temprano,False
6441,odiar ya,False
6442,rodar algo,True
6443,meditar ya,False
6444,tener no,False
6445,ale ahora,False
6446,matar bien,False
6447,ron también,False
6448,ver bien,False
6449,pagar menos,False
6450,tiban no,False
6451,salir reelecto,False
6452,tener casi,True
6453,explicar no,False
6454,decir posiblemente,False
6455,tratar bien,False
6456,imaginar no,False
6457,crees ingenuamente,False
6458,agravado mucho,False
6459,conocer ya,False
6460,sentia aun,False
6461,tener solo,False
6462,correr antes,True
6463,mover constantemente,False
6464,suceder fuera,False
6465,atacar estrategicamente,False
6466,perdonar ahora,False
6467,aprender tan,False
6468,sentir no,False
6469,milagro ya,False
6470,gustar mas,False
6471,dormir no,False
6472,trabajar bien,False
6473,hacian bien,False
6474,entrega bien,False
6475,ver ahora,True
6476,mover menos,False
6477,leer no,False
6478,arrancar apenas,True
6479,chingar no,False
6480,ademar no,False
6481,tener tan,True
6482,rezar no,False
6483,creer ya,True
6484,oh ya,False
6485,animar siquiera,True
6486,pronuncie cautelosamente,False
6487,silenciado bruscamente,False
6488,argumentar no,False
6489,ocurrir ahora,False
6490,meter ya,False
6491,haz ahora,False
6492,coma peor,False
6493,considerar pertinente,False
6494,sentir justamente,False
6495,andar politicamente,False
6496,cambiar tarde,False
6497,fregar muy,False
6498,refrescar no,False
6499,venir no,False
6500,costar abajo,False
6501,volveran dentro,False
6502,mear fuera,False
6503,ir ni,False
6504,picar adelante,True
6505,recibir mañana,False
6506,desestabilizar ayer,False
6507,ver perfectamente,False
6508,soltarlo hoy,False
6509,diria nunca,False
6510,tener ya,True
6511,escuchar tanto,True
6512,extendi mucho,False
6513,tener cerca,False
6514,pillar definitivamente,False
6515,sera tan,False
6516,confio ciegamente,False
6517,oír ahora,True
6518,pilar ahora,False
6519,levante tan,False
6520,terminar antes,True
6521,descansar ahora,True
6522,estais bien,False
6523,dar alrededor,False
6524,vivo no,True
6525,hacer tarde,False
6526,cayo mal,False
6527,desaparecer no,False
6528,cagar muy,False
6529,portar mal,True
6530,querer demasiado,False
6531,juntar exactamente,False
6532,derogan apenas,False
6533,pase luego,False
6534,esperar mas,True
6535,pagar mas,False
6536,egresar no,False
6537,mama mas,False
6538,echar palmonte,True
6539,ojala ya,False
6540,poner muy,False
6541,hacer ni,False
6542,estan muy,False
6543,llegar lejos,False
6544,dejar anoche,True
6545,pertenecer ya,True
6546,usandola ahora,False
6547,hacer cuanto,True
6548,matar jamás,True
6549,perdonar bien,False
6550,bieeeeeen ahora,False
6551,venia bien,False
6552,paso luego,False
6553,desayunar mañana,False
6554,quedar mal,False
6555,buscarlos debajo,True
6556,esconder ya,False
6557,agregas no,False
6558,dicho casi,False
6559,poner mejor,False
6560,ido muy,False
6561,actuen mejor,False
6562,pasar ahora,True
6563,deber apoyarlo,False
6564,prender ya,True
6565,chupar tanto,False
6566,plomo ya,False
6567,reconocio ya,False
6568,gustar siempre,False
6569,ganar hoy,False
6570,caer no,False
6571,pelis hoy,False
6572,agitar vigorosamente,False
6573,ver tan,False
6574,ira mal,False
6575,dejar ya,False
6576,asi solo,False
6577,fallar no,False
6578,dormir tarde,True
6579,ir ahora,False
6580,bañado bien,False
6581,limpio incluso,False
6582,caundo ya,False
6583,ser ayer,False
6584,reconocer no,False
6585,vives no,False
6586,volvera nunca,False
6587,decir solo,False
6588,despierto ya,False
6589,enojo no,False
6590,funcionar solo,False
6591,hacer despues,False
6592,beber todavia,False
6593,caminar libremente,False
6594,sentir tan,False
6595,saber aquí,True
6596,bolívar no,False
6597,pasar nunca,True
6598,estar mal,True
6599,ver despues,False
6600,seguir definitivamente,False
6601,arreglar tampoco,True
6602,pego casi,False
6603,ver tanto,True
6604,manda ni,False
6605,creer entonces,False
6606,volver mejor,False
6607,hacer incluso,False
6608,molesto mucho,False
6609,sentir mucho,False
6610,molestar tampoco,False
6611,atrapar completamente,False
6612,vos no,False
6613,querer mas,True
6614,jugar mal,True
6615,volver todavia,True
6616,ver mal,False
6617,iria solo,False
6618,refugiar debajo,False
6619,ah hoy,False
6620,oír no,True
6621,gustabas mucho,False
6622,decir entonces,False
6623,explicar mas,True
6624,alcaldesay ahora,False
6625,estar mucho,True
6626,desaparecer antes,True
6627,llover ahorita,False
6628,gustar bañarme,False
6629,salir peor,False
6630,veia bien,False
6631,lqm ahora,False
6632,venir solo,False
6633,asi sucesivamente,False
6634,comprar mas,False
6635,regresar anoche,False
6636,contar hoy,False
6637,tipifique penalmente,False
6638,jugar siempre,False
6639,imaginese cuanto,False
6640,ir mal,False
6641,cagar ya,False
6642,molta mas,False
6643,exigir mejor,False
6644,ir tarde,True
6645,quiera cerca,False
6646,caer antes,True
6647,callar lamentablemente,False
6648,golear horriblemente,False
6649,esperabamos ahora,False
6650,llorar no,False
6651,bañar mejor,False
6652,vendio claramente,False
6653,ganar luego,False
6654,sacar tanto,False
6655,odiar mucho,False
6656,montado no,False
6657,pondre peor,False
6658,funcionar no,False
6659,dejado fuera,True
6660,opinar no,True
6661,putear bien,False
6662,insistir no,True
6663,headliner ahora,False
6664,buscar esconderse,False
6665,sera mejor,False
6666,bañar ya,False
6667,hacer ya,True
6668,cagar ahora,True
6669,llorar mucho,False
6670,dar bien,False
6671,hacer mucho,True
6672,paso muy,False
6673,deseado tanto,True
6674,escuchar hoy,False
6675,seguir burlandose de la justicia,False
6676,jalar bola a los verdugos,False
6677,jalar bola a la gente,True
6678,celebrar navidad con una novia,False
6679,hacer dios a la humanidad,False
6680,esperar pedro en las urnas,False
6681,dar mateo desde el año,True
6682,dar rejo con las varitas,True
6683,preocupar mas de las calles,False
6684,joder xq de lo contrario,False
6685,terminar convenciendome de la compra,False
6686,necesitar radiografia para la pata,True
6687,querer cne a la medida,True
6688,joder atol con el dedo,False
6689,quitar gear por unas cosas,True
6690,ofrecer amnistia a cualquier asesino,False
6691,vosotros meteis a la directora,False
6692,ser fallo,False
6693,ser motivo,False
6694,hacer siglos,False
6695,ser duchas,True
6696,ser objetivo,False
6697,ser burdel,False
6698,haber luz,True
6699,ser dignidad,False
6700,ser jalar,True
6701,ser prseridente,False
6702,hacer meses,False
6703,poder creeme,False
6704,haber comentarios,False
6705,ser presidente,False
6706,comenzar operacion,False
6707,ser castigo,False
6708,ser mia,True
6709,ser pasta,True
6710,ser mendigos,False
6711,ser amor,True
6712,ser hijo,False
6713,haber revolucion,False
6714,haber abuso,False
6715,ser candidato,False
6716,ser risa,True
6717,ser infieles,False
6718,ser arrecha,True
6719,haber gente,False
6720,ser fan,True
6721,hacer años,False
6722,ser hora,False
6723,poder sacarlo,False
6724,ser marketing,False
6725,ser exageracion,False
6726,ser asi,True
6727,estar reuniendose,False
6728,ser paja,True
6729,haber final,False
6730,ser hijos,False
6731,ser amigo,True
6732,ser hombre,False
6733,ser culpa,False
6734,ser asunto,False
6735,ser peos,False
6736,ser cachorros,False
6737,ser mijita,True
6738,ser historia,False
6739,ser mentira,True
6740,ser titular,False
6741,ser congresistas,False
6742,haber fuerza,True
6743,ser opcion,False
6744,ser dueño,False
6745,ser cosa,True
6746,ser beta,True
6747,ser becerril,False
6748,ser mentiras,False
6749,ser candela,True
6750,haber peligro,False
6751,eres candela,False
6752,ser distracciones,False
6753,haber agua,False
6754,ser explotacion,False
6755,ser jovenes,False
6756,ser parte,False
6757,ser cómplice,False
6758,haber personas,True
6759,ser familia,False
6760,ser mano,False
6761,ser noviembre,False
6762,haber paro,False
6763,ser amigas,False
6764,ser tus,False
6765,ser macrista,False
6766,ser problema,False
6767,ser adultos,True
6768,haber video,False
6769,ser oprserión,False
6770,ser verdad,False
6771,ser remodelaciones,False
6772,ser socios,False
6773,haber ejemplos,False
6774,haber sorpresas,False
6775,parecer inocuas,False
6776,ser independentistas,False
6777,hacerse preguntas,False
6778,ser blanqueo,False
6779,ser obligacion,False
6780,haber pretexto,False
6781,ser chica,True
6782,ser profesor,False
6783,ser amiga,False
6784,ser rubios,False
6785,haber atras,False
6786,ser broma,True
6787,ser tal,False
6788,ser verano,False
6789,ser misterios,False
6790,haber chacho,True
6791,parecer pendejos,False
6792,ser vez,False
6793,ser carreta,True
6794,ser beisbol,False
6795,ser enemigos,False
6796,ser detras,True
6797,haber vuelta,False
6798,haber variedades,False
6799,ser acomodo,False
6800,ser periodistas,False
6801,ser copas,False
6802,haber temporal,False
6803,deber cortarles,False
6804,pensar arriesgarse,False
6805,ser clase,True
6806,deberiamos cuidarnos,False
6807,ser instrumento,False
6808,ser necesidades,False
6809,dejar basura,False
6810,haber comida,True
6811,haber gasolina,False
6812,ser arrechos,True
6813,es decir,False
6814,estar estudiantes,False
6815,ser esclavos,False
6816,haber trabajo,True
6817,haber mara,False
6818,eres fruto,False
6819,ser jugador,True
6820,ser gobernador,False
6821,ser tradicion,False
6822,ser cultura,False
6823,ser piolas,True
6824,ser amigos,True
6825,ser cagones,True
6826,haber veces,False
6827,haber testigos,False
6828,haber claridad,True
6829,ser hambre,False
6830,ser costumbre,False
6831,ser aviadores,False
6832,ser mellizos,False
6833,ser careta,True
6834,ser csere,False
6835,ser serforzarse,False
6836,ser traidores,False
6837,haber cachorros,False
6838,usar tw,False
6839,haber retorno,False
6840,ser niño,False
6841,ser falta,False
6842,ser gobierno,False
6843,estar calientito,False
6844,haber semana,True
6845,ser boba,True
6846,haber cosas,True
6847,sentirte asi,False
6848,haber aportes,False
6849,parecer agentes,False
6850,ser magos,False
6851,poder echarte,False
6852,ser fichas,False
6853,ser regla,True
6854,haber mazo,False
6855,ser archi,True
6856,estado pilas,True
6857,ser sertela,True
6858,ser empate,False
6859,ser hermanos,False
6860,ser gatos,True
6861,haber respuesta,False
6862,ser violadores,False
6863,entendera calma,False
6864,haber democracia,False
6865,ser hp,False
6866,haber atropello,False
6867,ser guerrilleros,False
6868,ser gente,False
6869,ser protestantes,False
6870,ser delincuentes,False
6871,ser cancheros,True
6872,ser cabezas,False
6873,ser crueldad,True
6874,parecer docente,False
6875,ser prioridad,False
6876,ser pueblo,False
6877,haber excusas,False
6878,haber derecho,False
6879,haber capacidad,False
6880,ser paternalismo,False
6881,ser males,False
6882,ser mujer,False
6883,ser musicos,False
6884,haber fotos,False
6885,ser populismo,False
6886,haber racionamiento,False
6887,haber sectores,False
6888,ser ciudad,False
6889,ser camellos,False
6890,haber oasis,False
6891,ser gilipollas,False
6892,haber vida,True
6893,ser temporada,False
6894,ser señores,False
6895,ser tramposos,False
6896,ser opresores,False
6897,ser equipo,False
6898,haber xd,False
6899,haber huracanes,False
6900,eres lluvia,False
6901,haber truenos,False
6902,haber elecciones,False
6903,ser chevereno,False
6904,habia telefono,False
6905,haber presos,False
6906,haber alternativas,False
6907,traer greña,False
6908,pensar en un vinito con coca,False
6909,hablar de un cambio de roles,False
6910,sera de la vida del payaso,True
6911,aqui en mi pais de resto,False
6912,lidiar con este tipo de gente,False
6913,aconsejar a la gente de amor,True
6914,aparecia en los actos de toga,False
6915,entregar a los rusos con despidos,False
6916,volar de un coche de golf,False
6917,llevar para un parque al lado,False
6918,pasear a los pollos de corral,False
6919,cargar con el muerto del samoano,True
6920,pasean por los estandares de salubridad,False
6921,ir en este inicio de semana,False
6922,llamar a la mesa de ayuda,False
6923,ponerlo sin el signo del principio,False
6924,visitar a tanta mama para decirles,False
6925,devolver a este chivo por favor,True
6926,derrotar a los tarzanes del colegio,False
6927,atender a los clientes sin estarles,False
6928,hablas de las ayudas de franco,True
6929,hablar sobre la trascendencia del concejo,False
6930,jugar a un juego de terror,True
6931,paso con ese tipo de programa,False
6932,atracar en la calle con pistola,True
6933,importar a la mujer del fondo,False
6934,pasar por el filo del machete,True
6935,entrenar a mi perro de chiquito,True
6936,mantener a esta pila de parasitos,True
6937,defender a esta pila de malandros,True
6938,meterme bajo la mesa en año,False
6939,sacar de su gavinete de negociaciones,False
6940,reconocer a un hijo de puta,False
6941,llegar a un acuerdo de pena,False
6942,disolver a esa caterva de vagos,False
6943,pasar al otro lado del mundo,True
6944,paso al otro lado del charco,False
6945,paso al otro lado del mundo,False
6946,pasar de los 60 en invierno,False
6947,irian a la sierra de gro,False
6948,tener a la novia al lado,False
6949,saltar a su casa de verdad,False
6950,meter a los catalanes en general,False
6951,ahorcar a sus enemigos con banderas,False
6952,meter a la banda del verano,True
6953,meter a esta señora en casa,True
6954,vivir en los tiempos de franco,False
6955,ir a los programas de talentos,False
6956,recordar en todo momento vuestra funcion,False
6957,ignorar en todos lados las cosas,True
6958,cag en las calles la gente,True
6959,llamar a la policia esta cabrona,False
6960,participar en la rosca ese espiritu,False
6961,defender a sus amos el pueblo,False
6962,acabar con el pais los asaltantes,False
6963,cargar con el muerto los franco,True
6964,joder hasta las pelotas la cosa,True
6965,regresar con el equipo el asistente,False
6966,invitar a este chivo el fin,False
6967,pasar por el culo los pibes,False
6968,admirado por el empresarios un modelo,False
6969,tirabamos a cualquier parte los cambios,False
6970,chocar contra el mordiendo su cuello,False
6971,comer del mismo plato los ignorantes,True
6972,esperar de estos lacras la diferencia,False
6973,pasar al otro lado la vida,False
6974,dirigir bajo esa condiciones el equipo,False
6975,jugar a sus favoritos el tiempo,False
6976,metiendose a las casas los indigenas,False
6977,vallar en elecciones adelantadas,False
6978,hablar de teorias punitivistas,False
6979,preguntar del tejido muscular,False
6980,ir a sitios mejores,False
6981,aprender con experiencia ajena,False
6982,llegar al cine empapado,True
6983,viviran con salarios minimos,False
6984,votar de forma injusta,False
6985,escuchar al pueblo despues,False
6986,salir a protesta solo,False
6987,pensar en calculos politicos,True
6988,pensar en tila sonora,False
6989,desmontar de forma brillante,False
6990,caer al piso minimo,False
6991,tratar con retardados mentales,False
6992,decir de arte checo,False
6993,matar en defensa propia,True
6994,aplicar en procesos judiciales,False
6995,llamar a monedero socialista,False
6996,detener por conducta sospechosa,False
6997,pondria en modo ñoqui,False
6998,terminar en silencio incomodo,False
6999,buscar para hacerles cositas,False
7000,dejar a nala sola,False
7001,abstenganse de opiniones señores,False
7002,demandar al estado colombiano,False
7003,requerir de consecuencias juridicas,False
7004,convocar por rencores solo,True
7005,compartir con gente querida,False
7006,salir del pozo depresivo,False
7007,reprimidos de manera brutal,False
7008,dirimira en tribunales europeos,True
7009,dale con volante pesima,False
7010,transitar en horas tempranas,False
7011,disfrazar en realidades peligrosas,False
7012,estar en posicion fetal,True
7013,pagar por vuestros abusivos,False
